# GESP C++ L4 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp4-kp01 | 文件操作(fstream 读写) | 基础语法与STL
#   cpp4-kp02 | string 字符串处理 | 基础语法与STL
#   cpp4-kp03 | vector 动态数组 | 基础语法与STL
#   cpp4-kp04 | 结构体 struct | 基础语法与STL
#   cpp4-kp05 | 函数与递归 | 基础语法与STL
#   cpp4-kp06 | 指针基础 | 基础语法与STL
#   cpp4-kp07 | 二维数组 | 数据结构入门
#   cpp4-kp08 | 枚举算法 | 算法基础
#   cpp4-kp09 | 模拟算法 | 算法基础
#   cpp4-kp10 | 递推 | 算法基础
#   cpp4-kp11 | 冒泡排序 | 算法基础
#   cpp4-kp12 | 选择排序 | 算法基础
#   cpp4-kp13 | 插入排序 | 算法基础
#   cpp4-kp14 | 顺序查找 | 算法基础
#   cpp4-kp15 | 二分查找 | 算法基础
#   cpp4-kp16 | 栈 stack | 数据结构入门
#   cpp4-kp17 | 队列 queue | 数据结构入门
#   cpp4-kp18 | 进制与位运算进阶 | 基础语法与STL
#   cpp4-kp19 | 排序综合应用 | 综合应用
#   cpp4-kp20 | 分治入门 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-417	4	5	单选题	下面C++代码执行后输出是（ ）。	A：1,2,3	B：1	C：2	D：3	C
lele-417	10	11	单选题	下列C++代码输入 1,2,3,4 ，执行后，将输出的是（ ）。	A：1#4#	B：1#3#	C：1#2#3#4#	D：1#2#3#4	D
lele-417	12	13	单选题	某公司新出了一款无人驾驶的小汽车，通过声控智能驾驶系统，乘客只要告诉汽车目的地，车子就能自动选择一条优化路线，告诉乘客后驶达那里。请问下面哪项不是驾驶系统完成选路所必须的。（ ）	A：麦克风	B：扬声器	C：油量表	D：传感器	C
lele-417	13	14	单选题	现代计算机是指电子计算机，它所基于的是（ ）体系结构。	A：艾伦·图灵	B：冯·诺依曼	C：阿塔纳索夫	D：埃克特-莫克利	B
lele-417	17	3	判断题	[(1,2)*2]*3 在C++中是合法的表达式。( )	A：正确	B：错误			B
lele-417	20	6	判断题	执行C++代码 cout<<(5||2); 后将输出 1 。（ ）	A：正确	B：错误			A
lele-417	23	9	判断题	小杨最近在准备考GESP，他用的Dev C++来练习和运行程序，所以Dev C++也是一个小型操作系统。（ ）	A：正确	B：错误			B
lele-417	24	10	判断题	任何一个while循环都可以转化为等价的for循环（ ）。	A：正确	B：错误			A
lele-381	0	1	单选题	人们所使用的手机上安装的App通常指的是（ ）。	A：一款操作系统	B：一款应用软件	C：一种通话设备	D：以上都不对	B
lele-381	1	2	单选题	下列流程图的输出结果是？( )	A：9	B：7	C：5	D：11	A
lele-381	12	13	单选题	下列关于C++语言中异常处理的叙述，正确的是（ ）。	A：一个 try 子句可以有多个 catch 子句与之对应。	B：如果 try 子句在执行时发生异常，就一定会进入某一个 catch 子句执行。	C：如果 try 子句中没有可能发生异常的语句，会产生编译错误。	D：catch 子句处理异常后，会重新执行与之对应的 try 子句。	A
lele-381	13	14	单选题	执行以下C++语言程序后，输出结果是（ ）。	A：0	B：5	C：55	D：无法确定。	D
lele-381	17	3	判断题	在C++语言中，每个变量都有其作用域。	A：正确	B：错误			A
lele-381	22	8	判断题	一个可能抛出异常的函数，调用它的位置没有在 try 子句中，会引起编译错误。	A：正确	B：错误			B
lele-381	23	9	判断题	== 和 := 都是C++语言的运算符。	A：正确	B：错误			B
