# GESP C++ L6 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp6-kp01 | 图的存储(邻接矩阵/邻接表) | 图论
#   cpp6-kp02 | 深度优先搜索DFS | 图论
#   cpp6-kp03 | 广度优先搜索BFS | 图论
#   cpp6-kp04 | 最短路径入门(Floyd/Dijkstra) | 图论
#   cpp6-kp05 | 并查集(入门) | 图论
#   cpp6-kp06 | 拓扑排序(入门) | 图论
#   cpp6-kp07 | 堆与优先队列(priority_queue) | 树与数据结构进阶
#   cpp6-kp08 | 哈夫曼树(Huffman) | 树与数据结构进阶
#   cpp6-kp09 | 二叉搜索树(BST) | 树与数据结构进阶
#   cpp6-kp10 | 动态规划基础(状态/转移/记忆化) | 动态规划
#   cpp6-kp11 | 线性动态规划 | 动态规划
#   cpp6-kp12 | 背包问题(0/1背包) | 动态规划
#   cpp6-kp13 | KMP字符串匹配入门 | 字符串算法
#   cpp6-kp14 | 字符串哈希 | 字符串算法
#   cpp6-kp15 | STL set/multiset | STL进阶
#   cpp6-kp16 | STL map/multimap | STL进阶
#   cpp6-kp17 | 贪心算法 | 贪心算法
#   cpp6-kp18 | 素数筛与最大公约数(欧几里得) | 数学与数论
#   cpp6-kp19 | 树与图的连通性综合 | 综合应用
#   cpp6-kp20 | 算法综合应用 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-499	10	11	单选题	在求解最优化问题时，动态规划常常涉及到两个重要性质，即最优子结构和（ ）。	A：重叠子问题	B：分治法	C：贪心策略	D：回溯算法	A
lele-499	11	12	单选题	若一棵二叉树的先序遍历为：A, B, D, E, C, F、中序遍历为：D, B, E, A, F, C，它的后序遍历为（ ）。	A：D, E, B, F, C, A	B：E, D, B, F, C, A	C：D, E, B, C, F, A	D：E, D, B, C, F, A	A
lele-499	12	13	单选题	线性筛法与埃氏筛法相比的优势是（ ）。	A：更容易实现	B：更节省内存	C：更快速	D：更准确	C
lele-499	13	14	单选题	以下代码使用了辗转相除法求解最大公因数，请在横线处填入（ ），使其能正确实现相应功能。int gcd(int a, int b) { while (b != 0) { ______________________ } return a; }	A：int temp = b; b = a / b; a = temp;	B：int temp = a; a = b / a; b = temp;	C：int temp = b; b = a % b; a = temp;	D：b = a % b; a = b;	C
lele-499	14	15	单选题	下面的代码片段用于反转单链表，请进行（ ）修改，使其能正确实现相应功能。ListNode* reverseLinkedList(ListNode* head) { ListNode* prev = nullptr; ListNode* current = head; while (current != nullptr) { ListNode* next = current->next; current->next = next; prev = current; current = next; } return prev; }	A：current->next = next; 应该改为 current->next = prev;	B：ListNode* next = current->next; 应该改为 ListNode* next = prev->next;	C：current != nullptr 应该改为 current->next != nullptr	D：ListNode* prev = nullptr; 应该改为 ListNode* prev = head;	A
lele-499	15	1	判断题	哈夫曼树是一种二叉树。( )	A：正确	B：错误			A
lele-499	16	2	判断题	在动态规划中，状态转移方程的作用是定义状态之间的关系。( )	A：正确	B：错误			A
lele-499	17	3	判断题	继承是将已有类的属性和方法引入新类的过程。( )	A：正确	B：错误			A
lele-499	18	4	判断题	完全二叉树的任意一层都可以不满。( )	A：正确	B：错误			B
lele-499	19	5	判断题	删除单向链表中的节点，只需知道待删除节点的地址即可，无需访问前一个节点。( )	A：正确	B：错误			B
lele-499	20	6	判断题	在宽度优先搜索中，通常使用队列来辅助实现。( )	A：正确	B：错误			A
lele-499	21	7	判断题	哈夫曼编码的主要应用领域是有损数据压缩。( )	A：正确	B：错误			B
lele-499	22	8	判断题	二叉搜索树的查找操作的时间复杂度是O(N)。( )	A：正确	B：错误			B
lele-499	23	9	判断题	栈的基本操作包括入栈（push）和出栈（pop）。( )	A：正确	B：错误			A
lele-499	24	10	判断题	使用哈夫曼编码对一些字符进行编码，如果两个字符的频率差异最大，则它们的编码可能出现相同的前缀。( )	A：正确	B：错误			B
lele-419	0	1	单选题	关于C++类和对象的说法，错误的是( )。	A：在C++中，一切皆对象，即便是字面量如整数5等也是对象	B：在C++中，可以自定义新的类，并实例化为新的对象	C：在C++中，内置函数和自定义函数，都是类或者对象	D：在C++中，可以在自定义函数中嵌套定义新的函数	D
lele-419	1	2	单选题	有关下面C++代码的说法，错误的是( )。	A：C++中类内部可以嵌套定义类	B：在类中定义的类被称为内部类，定义类的类被称为外部类	C：内部类可以随便访问，不需要通过外部类来访问	D：代码中 Point 被称为内部类，可以通过外部类 Rectangle 来访问， Rectangle::Point	C
lele-419	2	3	单选题	有关下面C++代码的说法，正确的是( )。	A：第14行代码错误，第15行正确	B：第15行代码错误，第14行代码正确	C：第14、15两行代码都正确	D：第6行代码可修改为 objCounter += 1	C
lele-419	3	4	单选题	有关下面C++代码的说法，错误的是( )。	A：上列C++代码适用于构造各种二叉树	B：代码 struct BiNode 用于构造二叉树的节点	C：代码 BiTree(){root=Creat();} 用于构造二叉树	D：析构函数不可以省略	D
lele-419	4	5	单选题	基于第4题的定义，有关下面C++代码的说法正确的是（ ）。	A：代码中 Order( ) 函数是中序遍历二叉树的方法	B：代码中 Order( ) 先访问根节点，然后对左子树进行前序遍历，再对右子树前序遍历	C：代码中 Order( ) 先访问中序遍历左子树，然后访问根节点，最后则是中序遍历右子树	D：代码中 Order( ) 先后序遍历左子树，然后后序遍历右子树，最后访问根节点	B
lele-419	5	6	单选题	有关下面C++代码的说法正确的是（ ）。	A：上述代码构成单向链表	B：上述代码构成双向链表	C：上述代码构成循环链表	D：上述代码构成指针链表	B
lele-419	6	7	单选题	对 hello world 使用霍夫曼编码（Huffman Coding），最少bit（比特）为（ ）。	A：4	B：32	C：64	D：88	B
lele-419	7	8	单选题	下面的 fiboA() 和 fiboB() 两个函数分别实现斐波那契数列，该数列第1、第2项值为1，其余各项分别为前两项之和。下面有关说法错误的是（ ）。	A：fiboA() 采用递归方式实现斐波那契数列	B：fiboB() 采用动态规划算法实现斐波那契数列	C：当N值较大时， fiboA() 存在大量重复计算	D：由于 fiboA() 代码较短，其执行效率较高	D
lele-419	8	9	单选题	有关下面C++代码不正确的说法是（ ）。	A：该代码可用于求解二叉树的深度	B：代码中函数 Depth( ) 的参数 T 表示根节点，非根节点不可以作为参数	C：代码中函数 Depth( ) 采用了递归方法	D：代码中函数 Depth( ) 可用于求解各种形式的二叉树深度，要求该二叉树节点至少有 left 和right 属性	B
lele-419	9	10	单选题	下面有关树的存储，错误的是（ ）。	A：完全二叉树可以用 list 存储	B：一般二叉树都可以用 list 存储，空子树位置可以用 None 表示	C：满二叉树可以用 list 存储	D：树数据结构，都可以用 list 存储	D
lele-419	10	11	单选题	构造二叉树 [1,2,3,null,4] （ ）。	A：1(2()(4))(3)	B：1(2(3)())(4)	C：(1,2(3),(4))	D：(1,(2)(3),(4))	A
lele-419	11	12	单选题	下面有关布尔类型的函数的说法，正确的是（ ）。	A：bool 类型函数只能返回0或者1两种值	B：bool 类型函数可以返回任何整数值	C：bool 类型函数必须有参数传递	D：bool 类型函数没有返回值	A
lele-419	12	13	单选题	通讯卫星在通信网络系统中主要起到（ ）的作用。	A：信息过滤	B：信号中继	C：避免攻击	D：数据加密	B
lele-419	13	14	单选题	小杨想编写一个判断任意输入的整数N是否为素数的程序，下面哪个方法不合适？（ ）	A：埃氏筛法	B：线性筛法	C：二分答案	D：枚举法	C
lele-419	14	15	单选题	内排序有不同的类别，下面哪种排序算法和冒泡排序是同一类？（ ）	A：希尔排序	B：快速排序	C：堆排序	D：插入排序	B
lele-419	15	1	判断题	在面向对象中，方法在C++的class中表现为class内定义的函数。( )	A：正确	B：错误			A
lele-419	16	2	判断题	C++类的定义中，可以没有构造函数，会给出默认的构造函数（ ）	A：正确	B：错误			A
lele-419	17	3	判断题	如果某个C++对象（object）支持下标运算符（方括号运算符），则该对象在所对应class中以成员函数的形式进行了重载。( )	A：正确	B：错误			A
lele-419	18	4	判断题	深度优先搜索（DFS，Depth First Search的简写）属于图算法，其过程是对每一个可能的分支路径深入到不能再深入为止，而且每个节点只能访问一次。( )	A：正确	B：错误			A
lele-419	19	5	判断题	哈夫曼编码（Huffman Coding）具有唯一性，因此有确定的压缩率。 ( )	A：正确	B：错误			B
lele-419	20	6	判断题	在下面C++代码中，由于删除了变量 ptr ，因此 ptr 所对应的数据也随之删除，故第8行代码被执行时，将报错。（ ）	A：正确	B：错误			B
lele-419	21	7	判断题	二叉搜索树查找的平均时间复杂度为O(logN)。（ ）	A：正确	B：错误			A
lele-419	22	8	判断题	二叉搜索树可以是空树（没有任何节点）或者单节点树（只有一个节点），或者多节点。如果是多节点，则左节点的值小于父节点的值，右节点的值大于父节点的值，由此推理，右节点树的值都大于根节点的值，左节点树的值都小于根节点的值。（ ）	A：正确	B：错误			A
lele-419	23	9	判断题	小杨想写一个程序来算出正整数N有多少个因数，经过思考他写出了一个重复没有超过N/2次的循环就能够算出来了。（ ）	A：正确	B：错误			A
