# GESP C++ L3 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp3-kp01 | 一维数组进阶 | 数组与字符串
#   cpp3-kp02 | 二维数组/矩阵 | 数组与字符串
#   cpp3-kp03 | 字符数组与字符串基础 | 数组与字符串
#   cpp3-kp04 | string 字符串进阶 | 数组与字符串
#   cpp3-kp05 | 函数定义与调用 | 函数与递归
#   cpp3-kp06 | 函数递归 | 函数与递归
#   cpp3-kp07 | 变量作用域与生命周期 | 基础语法
#   cpp3-kp08 | 结构体 struct | 结构体入门
#   cpp3-kp09 | 指针基础 | 指针基础
#   cpp3-kp10 | 指针与数组 | 指针基础
#   cpp3-kp11 | 冒泡排序 | 排序查找
#   cpp3-kp12 | 选择排序 | 排序查找
#   cpp3-kp13 | 插入排序 | 排序查找
#   cpp3-kp14 | 排序思想与快排入门 | 排序查找
#   cpp3-kp15 | 顺序查找 | 排序查找
#   cpp3-kp16 | 二分查找 | 排序查找
#   cpp3-kp17 | 进制转换 | 进制与位运算
#   cpp3-kp18 | 位运算初步 | 进制与位运算
#   cpp3-kp19 | 枚举算法 | 枚举模拟
#   cpp3-kp20 | 模拟算法 | 枚举模拟
#   cpp3-kp21 | 综合应用 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202606-l3	0	1	单选题	关于计算机的数据编码，下面说法正确的是()。	A：机器数10001101B的真值可能是-13（如果它是原码）或141（如果它是无符号数）等数，这取决于我们如何解释它。	B：计算机中，所有数据最终都以二进制、八进制、十六进制的形式存储和运算。	C：字节(Byte)是计算机中最小的数据单位。位(bit)是计算机中最小的存储单位。	D：计算机中，1k字节是1000字节的意思。	A
lele-gesp-cpp-202606-l3	1	2	单选题	计算机厂商为了计算方便，一般采用1000进制。如果我们买的厂商标注的是1TB的硬盘，它实际的存储容量是()。	A：1000×1000×1000×1000÷1024÷1024÷1024b=931Gb	B：1000×1000×1000×1000÷1024÷1024÷1024B=931GB	C：1024×1024×1024×1024÷1000÷1000÷1024B=1049GB	D：1000×1024×1024×1024÷1024÷1024÷1024b=977Gb	B
lele-gesp-cpp-202606-l3	2	3	单选题	低4位、高4位压缩技术，适用于数据仅使用字节的一部分（如仅用低4位）的场景。字节结构：一个字节为8位，分为高4位（高位）和低4位（低位）。当数据是十六进制数(0~15，即0x0到0xF),每个值仅需4位表示，高4位全为0。将两个相邻的4位值合并为一个字节。四个数据0x1、0x2、0x3、0x4采用上述压缩技术压缩以后是()。	A：12D、34D	B：12Q、34Q	C：12H、34H	D：00010011B、00110101B	C
lele-gesp-cpp-202606-l3	3	4	单选题	关于计算机编码中反码和补码，下面说法错误的是()。	A：负数的补码，一个快速方法是从右往左扫描正数的二进制形式，遇到第一个1之后，左边的所有位都取反。	B：对于一个n位的二进制数：最大表示范围：[-(2"-1)-1，+(2n-1-1)]。	C：反码减法可以统一为加法。符号位可以直接参与运算。	D：反码表示中，0的表示不唯一：00000000B和11111111B。	B
lele-gesp-cpp-202606-l3	4	5	单选题	一种加密方式是字符数组与密钥KEY、运算方式分开传输，比如字符数组char text[4]={'G','E','S','P'};由一种传输方式发送，密钥 KEY=2026通过另一种发送方式发送，运算方式 char function[4]={'|','-','^','+'};又是另一种发送方式发送。三种数据都到达目的地以后，分别进行例如'G'|6、'E'-2、'S'^0、'P'+2等计算，来得到相应的真实内容，上述GESP通过这种加密方式，加密以后最终的内容是()。	A：GCSR	B：RSCG	C：GCSA	D：BCSR	A
lele-gesp-cpp-202606-l3	5	6	单选题	关于位运算，下列说法错误的是()。	A：找唯一数：数组中唯一出现一次的数，其余出现两次，全部异或结果即为该数。例如：数组[5,7,9,7，5](唯一数是9)。	B：交换两个数： a ^= b;b ^= a;a ^= b;(无需临时变量)。	C：将二进制位整体左移n位，高位溢出舍弃，低位补0；等价于num乘以2”。	D：对每一个二进制位取反，包括符号位，简单运算规则是 ~n= -n -1。	C
lele-gesp-cpp-202606-l3	6	7	单选题	关于字符串和字符数组，下列说法正确的是()。	A：char str[] = "GESP"; int len1 = sizeof(str); int len2 = strlen(str); 上面程序能够正确执行，len1与len2相等。	B：char str1[4]="GESP"; char str2[4] ={'G','E','S','P'}; 这段程序将能够正确执行。	C：char str2[4] = {'G', 'E', 'S', 'P'}; strcpy(str2,"HELLO,GESP"); cout << str2 << endl; 这段程序即使能够运行，但...	D：char dest[4] = {'G', 'E', 'S', 'P'}; char src[] = "HELLO"; strcat(dest, src); cout << dest << endl...	C
lele-gesp-cpp-202606-l3	7	8	单选题	计算机中的2KB等于多少 bit()。	A：16384	B：20000	C：2000	D：2048	A
lele-gesp-cpp-202606-l3	8	9	单选题	在C++中，对于32位有符号整数 int类型数据n,关于按位取反运算符~，下列说法正确的是()。	A：~6的结果是5。	B：按位取反满足公式 ~n = -n - 1。	C：~0的结果是1。	D：~(-2)的结果是 -1。	B
lele-gesp-cpp-202606-l3	9	10	单选题	关于计算机中的二进制编码表示，下列说法错误的是()。	A：原码是最直观的一种有符号数表示方法。最高位（最左边的位）为符号位：0表示正数，1表示负数，其余位为数值位（真值的绝对值）。	B：补码完美解决了原码和反码的缺陷，是现代计算机中表示有符号整数的标准方式。正数的补码与其原码、反码相同；负数的补码是将其对应正数的原码按位取反（得到反码），然后加1。	C：计算补码的一个更快的技巧：从右往左扫描正数的二进制形式，遇到第一个1之后，左边的所有位都取反。	D：对于一个n位的二进制数，补码最大表示范围为[-2n-1,+2n-1]。	D
