# GESP C++ L3 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp3-kp01 | 一维数组进阶 | 数组与字符串
#   cpp3-kp02 | 二维数组/矩阵 | 数组与字符串
#   cpp3-kp03 | 字符数组与字符串基础 | 数组与字符串
#   cpp3-kp04 | string 字符串进阶 | 数组与字符串
#   cpp3-kp05 | 函数定义与调用 | 函数与递归
#   cpp3-kp06 | 函数递归 | 函数与递归
#   cpp3-kp07 | 变量作用域与生命周期 | 基础语法
#   cpp3-kp08 | 结构体 struct | 结构体入门
#   cpp3-kp09 | 指针基础 | 指针基础
#   cpp3-kp10 | 指针与数组 | 指针基础
#   cpp3-kp11 | 冒泡排序 | 排序查找
#   cpp3-kp12 | 选择排序 | 排序查找
#   cpp3-kp13 | 插入排序 | 排序查找
#   cpp3-kp14 | 排序思想与快排入门 | 排序查找
#   cpp3-kp15 | 顺序查找 | 排序查找
#   cpp3-kp16 | 二分查找 | 排序查找
#   cpp3-kp17 | 进制转换 | 进制与位运算
#   cpp3-kp18 | 位运算初步 | 进制与位运算
#   cpp3-kp19 | 枚举算法 | 枚举模拟
#   cpp3-kp20 | 模拟算法 | 枚举模拟
#   cpp3-kp21 | 综合应用 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-785	15	1	判断题	C++中 string 的 == 运算符比较的是字符串的内存地址，而非内容	A：对	B：错			B
lele-785	16	2	判断题	string 的 substr(1, 3) 返回从下标1开始的3个字符的子串。	A：对	B：错			A
lele-785	17	3	判断题	x 是浮点数， (x >> 1) 等价于 x / 2	A：对	B：错			B
lele-785	18	4	判断题	string("hello") == "hello" 的比较结果为true。	A：对	B：错			A
lele-785	19	5	判断题	sort 可以直接用于排序 set 中的元素。	A：对	B：错			B
lele-785	20	6	判断题	(x & 1) == 0 可以判断整数 x 是否为偶数。	A：对	B：错			A
lele-785	21	7	判断题	string 的 substr(2, 10) 在字符串长度不足时会抛出异常。	A：对	B：错			B
lele-785	22	8	判断题	在数学纸面计算中， pow(2, 3) 的计算结果一定是8，但是在C++中，如果遇到数据类型是浮点数，那就不一定正确。	A：对	B：错			A
lele-785	23	9	判断题	在 C++ 中，枚举的底层类型可以是非整型（如 float 或 double ）。	A：对	B：错			B
lele-785	24	10	判断题	函数声明 double f(); 返回 int 时，会自动转换为 double	A：对	B：错			A
lele-680	0	1	单选题	Base64 编码将每3字节的输入数据编码为 4 字节的输出数据。如果输入数据长度不是 3 的倍数，会用 = 号填充。在Base64编码中，如果输入字符串的长度为10字节，编码后的字符串长度是多少（ ）	A：12字节	B：13字节	C：14字节	D：16字节	D
lele-680	1	2	单选题	UTF-8 编码规则如下：1 字节：0xxxxxxx2 字节：110xxxxx 10xxxxxx3 字节：1110xxxx 10xxxxxx 10xxxxxx4 字节：11110xxx 10xxxxxx 10xxxxxx 10xxxxxx以下哪个字节序列是合法的 UTF-8 编码（ ）	A：0xC0 0x80	B：0xF0 0x90 0x80 0x80	C：0x80 0x80 0x80	D：0xFF 0xFE 0xFD	B
lele-680	2	3	单选题	在 8 位二进制原码表示中，八进制数 -5 的二进制形式是什么（ ）	A：10000101	B：11111010	C：11111011	D：00000101	A
lele-680	3	4	单选题	十进制数 111.111 的二进制表示可以是下面的（ ）。	A：1101111.0001110001	B：1101110.1001110001	C：1101111.1001110001	D：1101111.0011110001	A
lele-680	4	5	单选题	在C++中，补码的主要作用是（）	A：提高浮点数的精度	B：简化整数的加减法运算	C：增加整数的表示范围	D：优化内存分配	B
lele-680	5	6	单选题	在C++中，一个8位有符号整数（使用补码表示）的范围是（）	A：-128 到 127	B：-127 到 128	C：-256 到 255	D：0 到 255	A
lele-680	6	7	单选题	在C++中，以下代码的输出是什么()	A：-5	B：5	C：4294967291	D：编译错误	C
lele-680	7	8	单选题	下列程序的作用是（）	A：将十进制数转换成八进制数	B：将八进制数转换成十进制数	C：将二进制数转换成八进制数	D：将八进制数转换成16进制数	A
lele-680	8	9	单选题	下面程序是将十进制转十六进制，横线处应该填入的是（）	A：cout << oct << decimal;	B：cout << decimal << decimal;	C：cout << hex << decimal;	D：不能正确执行	C
lele-680	9	10	单选题	以下代码的说法正确的是什么( )	A：进行的是整体异或运算	B：进行的是按位同或运算	C：进行的是按位与运算	D：进行的是按位异或运算	D
lele-680	10	11	单选题	下面枚举法查找最大值索引程序中，横线处应该填写的是（）	A：if (arr[maxIndex] > arr[i])	B：if (arr[i]-1 > arr[maxIndex])	C：if (arr[i]+1 > arr[maxIndex])	D：if (arr[i] > arr[maxIndex])	D
lele-680	11	12	单选题	以下代码的功能是将数组中的奇数和偶数分别放在数组的前半部分和后半部分,横线处应该填入的是（）	A：while (arr[left] % 2 == 0 && left < right) right--;	B：while (arr[right] % 2 == 0 && left < right) left--;	C：while (arr[right] % 2 != 0 && left < right) right--;	D：while (arr[right] % 2 == 0 && left < right) right--;	D
lele-680	12	13	单选题	下面程序最后能够得到 HelloC++ 的是（）	A：	B：	C：	D：	B
lele-680	13	14	单选题	想要得到字符串 world ,下面程序横线处应该填入的是（）	A：	B：	C：	D：	D
lele-680	14	15	单选题	有 n 个正整数，假设一个正整数是美丽数字当且仅当该正整数是 9 的倍数但不是 8 的倍数。下面的程序是 编写计算 n 个正整数中美丽数字的数量，横线处应该填入的是（）	A：if (a % 9 != 0 && a % 8 != 0)	B：if (a % 9 == 0 & a % 8 == 0)	C：if (a % 9 == 0 && a % 8 != 0)	D：if (a % 9 == 0 & a % 8 != 0)	C
lele-680	15	1	判断题	判断一个三角形是否成立的条件只有:任意两边长度之和大于第三条边的长度	A：对	B：错			B
lele-680	16	2	判断题	这段程序进行的是判断一个从键盘输入的字符的ASCII 是否是奇数，若是，输出 YES，否则，输出 NO	A：对	B：错			A
lele-680	17	3	判断题	闰年的定义：普通闰年：公历年份是 4 的倍数，且不是 100 的倍数的，为闰年（如 2004 年、2020 年等就是闰年）。世纪闰年：公历年份是整百数的，必须是 400 的倍数才是闰年（如 1900 年不是闰年，2000 年是闰年）。下面程序是判断是否是闰年的正确程序	A：对	B：错			A
lele-680	18	4	判断题	C++语句 cout<<(n%15==0? "YES":"NO"); 能够判断一个整数能否被3和5同时整除	A：对	B：错			A
lele-680	19	5	判断题	有n个同学，从中抽取任意个人数来参加学校组织的大合唱，共有2的n次幂个方法	A：对	B：错			A
