# GESP C++ L3 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp3-kp01 | 一维数组进阶 | 数组与字符串
#   cpp3-kp02 | 二维数组/矩阵 | 数组与字符串
#   cpp3-kp03 | 字符数组与字符串基础 | 数组与字符串
#   cpp3-kp04 | string 字符串进阶 | 数组与字符串
#   cpp3-kp05 | 函数定义与调用 | 函数与递归
#   cpp3-kp06 | 函数递归 | 函数与递归
#   cpp3-kp07 | 变量作用域与生命周期 | 基础语法
#   cpp3-kp08 | 结构体 struct | 结构体入门
#   cpp3-kp09 | 指针基础 | 指针基础
#   cpp3-kp10 | 指针与数组 | 指针基础
#   cpp3-kp11 | 冒泡排序 | 排序查找
#   cpp3-kp12 | 选择排序 | 排序查找
#   cpp3-kp13 | 插入排序 | 排序查找
#   cpp3-kp14 | 排序思想与快排入门 | 排序查找
#   cpp3-kp15 | 顺序查找 | 排序查找
#   cpp3-kp16 | 二分查找 | 排序查找
#   cpp3-kp17 | 进制转换 | 进制与位运算
#   cpp3-kp18 | 位运算初步 | 进制与位运算
#   cpp3-kp19 | 枚举算法 | 枚举模拟
#   cpp3-kp20 | 模拟算法 | 枚举模拟
#   cpp3-kp21 | 综合应用 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202512-l3	20	21	判断题	在C++中，int a[]={1,2,3,4,5};可以定义一个包含5个元素的整型数组。	对	错			对
lele-gesp-cpp-202512-l3	21	22	判断题	C++表达式 z=a>b?x:y 等同于： if (a > b) { z = x; } else { z = y; }	对	错			对
lele-gesp-cpp-202512-l3	22	23	判断题	以下代码执行后，输出将会是2。 ```cpp int main() { int arr[5] = {1, 2, 3, 4, 5}; cout << arr[3 > 2 ? 1 : 2] << endl; return 0; } ```	对	错			错
lele-gesp-cpp-202512-l3	23	24	判断题	在C++中，++和--运算符只能用于整型变量，不能用于浮点数变量。	对	错			对
lele-gesp-cpp-202512-l3	24	25	判断题	给定一个正整数a,当需要计算-a的补码时，有这样一个计算技巧：将a的二进制形式从右往左扫描，遇到第一个1之后，将找到的第一个1左边的所有位都取反，能得到-a的补码。	对	错			错
lele-837	0	1	单选题	执行以下C++代码后， c 的数值是（ ）	A：3.33333	B：3.333	C：3.0	D：3.3	C
lele-837	1	2	单选题	下列C++表达式的结果为 true 的是（ ）。	A：(5 <= 5) && (7 < 5)	B：!(10 > 5)	C：(10 != 10) || (5 >= 3)	D：(5 == 3) && (4 > 2)	C
lele-837	2	3	单选题	以下关于C++数组的说法，错误的是（ ）。	A：数组的下标通常从 0 开始。	B：int arr[5]; 声明了一个包含5个整数的数组	C：数组的大小必须在编译时确定，不能使用变量定义大小。	D：可以通过 arr[5] 来访问 int arr[5]; 数组的最后一个元素。	D
lele-837	3	4	单选题	执行以下C++代码后，变量 sum 的值是（ ）。	A：6	B：9	C：15	D：死循环	B
lele-837	4	5	单选题	要正确定义一个返回两个整数中较大值的函数 max ，应该使用（ ）。	A：void max(int a, int b) { return a > b ? a : b; }	B：int max(int a, int b) { if (a > b) return a; else return b; }	C：int max(a, b) { if (a > b) return a; else return b; }	D：void max(a, b) { cout << (a > b ? a : b); }	B
lele-837	5	6	单选题	执行以下C++代码后，数组 arr 的内容是（ ）。	A：{1, 2, 3, 3}	B：{1, 2, 3, 4}	C：{1, 2, 3, 5}	D：{1, 2, 3, 6}	B
