# GESP C++ L7 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp7-kp01 | 并查集(Union-Find) | 高级数据结构
#   cpp7-kp02 | 树状数组(Fenwick Tree) | 高级数据结构
#   cpp7-kp03 | 线段树(Segment Tree) | 高级数据结构
#   cpp7-kp04 | 字典树(Trie) | 高级数据结构
#   cpp7-kp05 | 二叉搜索树与平衡树入门 | 高级数据结构
#   cpp7-kp06 | 最短路径·Dijkstra | 图论进阶
#   cpp7-kp07 | 最短路径·Floyd | 图论进阶
#   cpp7-kp08 | 最短路径·SPFA/Bellman-Ford | 图论进阶
#   cpp7-kp09 | 最小生成树(Prim/Kruskal) | 图论进阶
#   cpp7-kp10 | 拓扑排序 | 图论进阶
#   cpp7-kp11 | 强连通分量(Tarjan) | 图论进阶
#   cpp7-kp12 | 区间动态规划 | 动态规划进阶
#   cpp7-kp13 | 树形动态规划 | 动态规划进阶
#   cpp7-kp14 | 状态压缩动态规划 | 动态规划进阶
#   cpp7-kp15 | 素数判定与筛法 | 数学与数论
#   cpp7-kp16 | 最大公约数与最小公倍数 | 数学与数论
#   cpp7-kp17 | 模运算与同余基础 | 数学与数论
#   cpp7-kp18 | 快速幂与幂取模 | 数学与数论
#   cpp7-kp19 | 排列与组合基础 | 组合数学初步
#   cpp7-kp20 | 组合数计算与递推 | 组合数学初步
#   cpp7-kp21 | 二分答案与最值最优化 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202512-l7	20	21	判断题	在无向图中，所有顶点的度数之和等于边数的两倍。	对	错			对
lele-gesp-cpp-202512-l7	21	22	判断题	使用邻接矩阵存储一个有V个顶点、E条边的图，对该图进行一次完整的BFS遍历，时间复杂度为O(V+E)。	对	错			错
lele-gesp-cpp-202512-l7	22	23	判断题	在图像处理或游戏开发中，泛洪(flood fill)算法既可以用BFS实现，也可以用DFS实现。	对	错			对
lele-gesp-cpp-202512-l7	23	24	判断题	使用链地址法处理冲突的哈希表，当所有元素都映射到同一个槽位时，查找操作的最坏时间复杂度为O(n),其中n为元素个数。	对	错			对
lele-gesp-cpp-202512-l7	24	25	判断题	一个包含V个顶点的连通无向图，其任何一棵生成树都恰好包含V-1条边。	对	错			对
lele-gesp-cpp-202509-l7	0	1	单选题	已知小写字母b的ASCI码为98，下列C+代码的输出结果是()。 #include <iostream> using namespace std; int main(){ char a = 'b'+ 1； cout << a; return 0； }	A：b	B：c	C：98	D：99	B
lele-gesp-cpp-202509-l7	1	2	单选题	已知a为int类型变量，p为int*类型变量，下列表达式不符合语法的是()。	A：a* a	B：p*p	C：a && a	D：p && p	B
lele-gesp-cpp-202509-l7	2	3	单选题	下列关于C+类的说法，错误的是()。	A：如果一个类包含纯虚函数，则它不能包含成员变量。	B：如果一个类包含纯虚函数，则不能用它定义对象。	C：派生类对象占用的内存总是不小于基类对象。	D：派生类可以不实现基类的虚函数。	A
lele-gesp-cpp-202509-l7	3	4	单选题	已知数组a的定义int a[10]={-1};,下列说法不正确的是()。	A：数组a至少占用10 个 int 大小的内存，一般为40个字节。	B：数组a的所有元素均被初始化为-1。	C：语句a[-1]=0;不会产生编译错误，但会导致难以预测的运行结果。	D：语句a[13]=0;不会产生编译错误，但会导致难以预测的运行结果。	B
lele-gesp-cpp-202509-l7	4	5	单选题	一棵完全二叉树有165个结点，则叶结点有多少个？()	A：38	B：82	C：83	D：84	C
lele-gesp-cpp-202509-l7	5	6	单选题	下列关于二叉树的说法，错误的是()。	A：二叉排序树的中序遍历顺序与元素排序的顺序是相同的。	B：自平衡二叉查找树(AVL树)是一种二叉排序树。	C：n个元素的二叉排序树，其高一定为[log2n]。	D：任意的森林，都可以映射为一颗二叉树进行表达和存储。	C
lele-gesp-cpp-202509-l7	6	7	单选题	下列关于树和图的说法，错误的是()。	A：保留树的所有节点，并把树的每个节点指向其父节点，则可以将树转换为一个有向弱连通图。	B：保留树的所有节点，并把树的每个节点指向其子节点，则可以将树转换为一个有向无环图。	C：每个连通图都存在生成树。	D：每个存在生成树的有向图，都一定是强连通的。	D
lele-gesp-cpp-202509-l7	7	8	单选题	对一个包含V个顶点、E条边的图，执行广度优先搜索，其最优时间复杂度是()。	A：O(V+E)	B：O(V)	C：O(E)	D：O(V2)	A
lele-gesp-cpp-202509-l7	8	9	单选题	以下哪个方案不能合理解决或缓解哈希表冲突()。	A：用新元素覆盖发生冲突的哈希表项。	B：在每个哈希表项处，使用单链表管理该表项的冲突元素。	C：建立额外的单链表，用来管理所有发生冲突的元素。	D：使用不同的哈希函数再建立一个哈希表，用来管理所有发生冲突的元素。	A
lele-gesp-cpp-202509-l7	9	10	单选题	以下关于贪心法和动态规划的说法中，错误的是()。	A：对特定的问题，贪心法不一定适用。	B：当特定的问题适用贪心法时，通常比动态规划的时间复杂度更低。	C：对很多问题，递推实现和递归实现动态规划方法的时间复杂度相当。	D：采用动态规划的算法一定具有多项式时间复杂度。	D
lele-gesp-cpp-202509-l7	10	11	单选题	下面程序的输出为()。 #include <iostream> using namespace std; int fib(int n){ if (n ==0) return 1； return fib(n - 1) + fib(n - 2)； } int main(){ cout << fib(6) << endl; return 0； }	A：8	B：13	C：21	D：无法正常结束。	D
lele-gesp-cpp-202509-l7	11	12	单选题	下面程序的时间复杂度为()。 int rec_fib[MAX_N]; int fib(int n) { if(n <=1) return n; if (rec_fib[n] ！= 0) return rec_fib[n]; return fib(n - 1) + fib(n - 2)； }	A：O(φ)，φ=5+1	B：O(2n)	C：O(n2)	D：O(n)	A
