# GESP C++ L7 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp7-kp01 | 并查集(Union-Find) | 高级数据结构
#   cpp7-kp02 | 树状数组(Fenwick Tree) | 高级数据结构
#   cpp7-kp03 | 线段树(Segment Tree) | 高级数据结构
#   cpp7-kp04 | 字典树(Trie) | 高级数据结构
#   cpp7-kp05 | 二叉搜索树与平衡树入门 | 高级数据结构
#   cpp7-kp06 | 最短路径·Dijkstra | 图论进阶
#   cpp7-kp07 | 最短路径·Floyd | 图论进阶
#   cpp7-kp08 | 最短路径·SPFA/Bellman-Ford | 图论进阶
#   cpp7-kp09 | 最小生成树(Prim/Kruskal) | 图论进阶
#   cpp7-kp10 | 拓扑排序 | 图论进阶
#   cpp7-kp11 | 强连通分量(Tarjan) | 图论进阶
#   cpp7-kp12 | 区间动态规划 | 动态规划进阶
#   cpp7-kp13 | 树形动态规划 | 动态规划进阶
#   cpp7-kp14 | 状态压缩动态规划 | 动态规划进阶
#   cpp7-kp15 | 素数判定与筛法 | 数学与数论
#   cpp7-kp16 | 最大公约数与最小公倍数 | 数学与数论
#   cpp7-kp17 | 模运算与同余基础 | 数学与数论
#   cpp7-kp18 | 快速幂与幂取模 | 数学与数论
#   cpp7-kp19 | 排列与组合基础 | 组合数学初步
#   cpp7-kp20 | 组合数计算与递推 | 组合数学初步
#   cpp7-kp21 | 二分答案与最值最优化 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202606-l7	0	1	单选题	下列C++代码的输出结果是()。 ```cpp #include <iostream> #include <cmath> using namespace std; int main() { cout << (int)(sqrt(50) + log2(8)); return 0; } ```	A：9	B：10	C：11	D：12	B
lele-gesp-cpp-202606-l7	1	2	单选题	下列关于<cmath>或<math.h>中的数学库函数的说法，正确的是()。	A：sqrt(49)的返回值可以参与浮点运算。	B：log2(32)的返回值类型为int。	C：pow(2,5)的返回值类型一定为int。	D：sin(90)的参数90表示90度。	A
lele-gesp-cpp-202606-l7	2	3	单选题	下列关于C++函数参数传递的说法，正确的是()。	A：函数形参一定和实参使用同一块内存。	B：值传递时，在函数内修改形参一定会修改实参。	C：引用形参绑定到实参后，在函数内修改引用形参通常会影响实参。	D：指针形参不能用于修改实参指向的数据。	C
lele-gesp-cpp-202606-l7	3	4	单选题	有5个字符，它们出现的次数分别为3、4、7、8、9。使用哈夫曼编码时，最小的带权路径长度WPL为()。	A：62	B：64	C：67	D：69	D
lele-gesp-cpp-202606-l7	4	5	单选题	已知网格上每个网格点有一个数字，a[i][j]表示第i行第j列处网格点上的数字。若dp[i][j]表示从网格左上角（第0行第0列）走到第i行第j列时能取得的最大数字和，且每次只能向右或向下移动。对于i>0且j>0的位置，正确的状态转移代码为()。	A：dp[i][j] = a[i][j] + min(dp[i - 1][j], dp[i][j - 1])	B：dp[i][j] = max(dp[i - 1][j - 1], dp[i][j])	C：dp[i][j] = a[i][j] + max(dp[i - 1][j], dp[i][j - 1])	D：dp[i][j] = a[i][j] + dp[i - 1][j - 1]	C
lele-gesp-cpp-202606-l7	5	6	单选题	已知f[0]=0,f[1]=2,并且对i>=2有f[i]=max(f[i-1],f[i-2]+a[i])。若a[1..5]={2,7,9,3,1},则f[5]的值为()。	A：10	B：11	C：12	D：22	C
lele-gesp-cpp-202606-l7	6	7	单选题	下面代码是一维数组优化0/1背包的核心片段，其中w[i]表示第i件物品的重量，v[i]表示第i件物品的价值。横线处应填入()。 ```cpp for (int i = 1; i <= n; i++) { for (int c = W; c >= w[i]; c--) { // 横线处 } } ```	A：dp[c] = max(dp[c], dp[c + w[i]] + v[i])	B：dp[c] = min(dp[c], dp[c - w[i]] + v[i])	C：dp[c] = dp[c - w[i]] + v[i]	D：dp[c] = max(dp[c], dp[c - w[i]] + v[i])	D
lele-gesp-cpp-202606-l7	7	8	单选题	下面程序片段主要体现的算法思想是()。 ```cpp void dfs(int x, int y) { vis[x][y] = true; for (int k = 0; k < 4; k++) { int nx = x + dx[k], ny = y + dy[k]; if (inside(nx, ny) && a[nx][ny] == 1 && !vis[nx][ny]) dfs(nx, ny); } } ```	A：泛洪算法	B：二分查找	C：贪心算法	D：归并排序	A
lele-gesp-cpp-202606-l7	8	9	单选题	下列关于排序稳定性的说法，正确的是()。	A：冒泡排序在只交换相邻逆序元素时是稳定排序	B：选择排序一定是稳定排序	C：快速排序一定是稳定排序	D：稳定排序一定会改变相等元素的相对顺序	A
lele-gesp-cpp-202606-l7	9	10	单选题	无向图的边为(1,2)，(1,3)，(2,4)，(3,4)，(4,5)。从顶点1开始进行BFS,每轮根据出队顶点，将与其相邻顶点按编号从小到大入队，则顶点4第一次入队时，队列的状态为()。	A：1,2,3,4	B：2,3,4	C：3,4	D：3,4,5	C
