# GESP C++ L6 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp6-kp01 | 图的存储(邻接矩阵/邻接表) | 图论
#   cpp6-kp02 | 深度优先搜索DFS | 图论
#   cpp6-kp03 | 广度优先搜索BFS | 图论
#   cpp6-kp04 | 最短路径入门(Floyd/Dijkstra) | 图论
#   cpp6-kp05 | 并查集(入门) | 图论
#   cpp6-kp06 | 拓扑排序(入门) | 图论
#   cpp6-kp07 | 堆与优先队列(priority_queue) | 树与数据结构进阶
#   cpp6-kp08 | 哈夫曼树(Huffman) | 树与数据结构进阶
#   cpp6-kp09 | 二叉搜索树(BST) | 树与数据结构进阶
#   cpp6-kp10 | 动态规划基础(状态/转移/记忆化) | 动态规划
#   cpp6-kp11 | 线性动态规划 | 动态规划
#   cpp6-kp12 | 背包问题(0/1背包) | 动态规划
#   cpp6-kp13 | KMP字符串匹配入门 | 字符串算法
#   cpp6-kp14 | 字符串哈希 | 字符串算法
#   cpp6-kp15 | STL set/multiset | STL进阶
#   cpp6-kp16 | STL map/multimap | STL进阶
#   cpp6-kp17 | 贪心算法 | 贪心算法
#   cpp6-kp18 | 素数筛与最大公约数(欧几里得) | 数学与数论
#   cpp6-kp19 | 树与图的连通性综合 | 综合应用
#   cpp6-kp20 | 算法综合应用 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202512-l6	20	21	判断题	在二叉排序树(BST)中，若某结点的左子树为空，则该结点一定是整棵树中的最小值结点。	对	错			错
lele-gesp-cpp-202512-l6	21	22	判断题	下面的函数能正确判断一棵树是不是二叉排序树（左边的数字要比当前数字小，右边的数字要比当前数字大)。	对	错			对
lele-gesp-cpp-202512-l6	22	23	判断题	格雷编码相邻两个编码之间必须有多位不同，以避免数据传输错误。	对	错			错
lele-gesp-cpp-202512-l6	23	24	判断题	小杨在玩一个闯关游戏，从第1关走到第4关。每一关的体力消耗如下（下标表示关卡编号）：cost=[0,3,5,2,4],其中 cost[i]表示到达第i关需要消耗的体力，cost[0]=0表示在开始状态，体力消耗为0。小杨每次可以从当前关卡前进1步或2步。按照上述规则，从第1关到第4关所需消耗的最小体力为7。	对	错			错
lele-gesp-cpp-202512-l6	24	25	判断题	假定只有一个根节点的树的深度为1，则一棵有n个节点的完全二叉树，则树的深度为|log2(n)|+1。	对	错			对
lele-gesp-cpp-202509-l6	0	1	单选题	下列关于类的说法，错误的是()。	A：构造函数不能声明为虚函数，但析构函数可以。	B：函数参数如声明为类的引用类型，调用时不会调用该类的复制构造函数。	C：静态方法属于类而不是某个具体对象，因此推荐用类名：：方法(..)调用。	D：不管基类的析构函数是否是虚函数，都可以通过基类指针/引用正确删除派生类对象。	D
lele-gesp-cpp-202509-l6	1	2	单选题	假设变量veh是类Car的一个实例，我们可以调用veh.move(),是因为面向对象编程有()性质。	A：继承(Inheritance)	B：封装(Encapsulation)	C：多态(Polymorphism)	D：链接(Linking)	A
lele-gesp-cpp-202509-l6	2	3	单选题	下面代码中v1和v2调用了相同接口move(),但输出结果不同，这体现了面向对象编程的()特性。 ```cpp class Vehicle { private: string brand; public: Vehicle(string b): brand(b){} void setBrand(const string& b) { brand = b; } string getBrand() const { return brand; } virtual void move() const { cout << brand << " is moving..."<< endl; } }; class Car : public Vehicle { private: int seatCount; public: Car(string b, int seats): Vehicle(b), seatCount(seats) {} void showInfo() const { cout << "This car is a "<< getBrand() << " with " << seatCount << " seats." << endl; } void move() const override { cout << getBrand() << " car is driving on the ...	A：继承(Inheritance)	B：封装(Encapsulation)	C：多态(Polymorphism)	D：链接(Linking)	C
lele-gesp-cpp-202509-l6	3	4	单选题	栈的操作特点是()。	A：先进先出	B：先进后出	C：随机访问	D：双端进出	B
lele-gesp-cpp-202509-l6	4	5	单选题	循环队列常用于实现数据缓冲。假设一个循环队列容量为5（即最多存放4个元素，留一个位置区分空与满)，依次进行操作：入队数据1,2,3，出队1个数据，再入队数据4和5，此时队首到队尾的元素顺序是()。	A：[2,3,4,5]	B：[1,2,3,4]	C：[3,4,5,2]	D：[2,3,5,4]	A
