# GESP C++ L2 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp2-kp01 | 变量与数据类型 | 基础语法
#   cpp2-kp02 | 分支与循环 | 基础语法
#   cpp2-kp03 | 基础输入输出 | 基础语法
#   cpp2-kp04 | 函数定义与调用 | 函数
#   cpp2-kp05 | 函数参数传递 | 函数
#   cpp2-kp06 | 函数返回值 | 函数
#   cpp2-kp07 | 一维数组 | 数组与字符串
#   cpp2-kp08 | 多维数组 | 数组与字符串
#   cpp2-kp09 | 字符数组与字符串 | 数组与字符串
#   cpp2-kp10 | string 字符串处理 | 数组与字符串
#   cpp2-kp11 | 顺序查找 | 数组与字符串
#   cpp2-kp12 | 枚举算法 | 枚举模拟
#   cpp2-kp13 | 模拟算法 | 枚举模拟
#   cpp2-kp14 | 冒泡排序 | 排序入门
#   cpp2-kp15 | 选择排序 | 排序入门
#   cpp2-kp16 | 插入排序 | 排序入门
#   cpp2-kp17 | 简单递推 | 递推
#   cpp2-kp18 | 数组综合应用 | 综合应用
#   cpp2-kp19 | 字符串综合应用 | 综合应用
#   cpp2-kp20 | 函数与算法综合 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202512-l2	20	21	判断题	C+代码中对表达式('Z'-'A')<('z'-'A')的结果输出为0。()	对	错			错
lele-gesp-cpp-202512-l2	21	22	判断题	下面的C+代码可以用于判断正整数N的位数（即几位数，如123是3位数，12为2位数）。() int N, N10, i; cin >> N; N10 = 10，i= 1； while(1){ if (N % N10 == N){ printf("%d 是 %d 位数"，N,i); break; } i++, N10 *= 10； }	对	错			对
lele-gesp-cpp-202512-l2	22	23	判断题	计算交叉加减的结果，形如1-2+3-4+5..。下面C++代码中的变量都是整型，则将 Flag= -Flag 改为 Flag -= Flag 效果相同。() cin >> N; Flag = -1； tnt = 0； for (i = 1；i<N + 1； i++) { Flag = -Flag; tnt += Flag * i; } cout << tnt;	对	错			错
lele-gesp-cpp-202512-l2	23	24	判断题	下列C+代码执行后将输出55。() int cnt = 0； for (i = 0；i< 10； i++) for (j = i; j < 10； j++) cnt += 1； cout << cnt;	对	错			对
lele-gesp-cpp-202512-l2	24	25	判断题	下面C++代码执行后输出如下，因为代码 printf("\n")没有任何可读内容，删除不影响输出效果。() for (int i = 1；i< 10；i++){ for(int j= 1； j< 10； j++) printf("%3d",i*j); printf("\n"); }	对	错			错
lele-836	0	1	单选题	人工智能现在非常火，小杨就想多了解一下，其中就经常听人提到“大模型”。那么请问这里说的“大模型”最贴切是指 ( )。	A：大电脑模型	B：大规模智能	C：智能的单位	D：大语言模型	D
lele-836	1	2	单选题	在TCP协议中，完成连接建立需要通过（ ）握手。	A：一次	B：二次	C：三次	D：四次	C
lele-836	2	3	单选题	下面的C++代码用于输入姓名，然后输出姓名，正确的说法是( )。	A：XingMing 是汉语拼音，不能作为变量名称	B：可以将 XingMing 改为 Xing Ming	C：可以将 XingMing 改为 xingming	D：可以将 XingMing 改为 Xing-Ming	C
lele-836	3	4	单选题	下面C++代码用于获得正整数N的第M位数，如N等于1234，M等于2，则输出 3 。此题假设M的值大于等于1且小于等于N的位数。横线处应填入的代码是( )	A：N % div / 10	B：N / div / 10	C：N % div % 10	D：N / div % 10	D
lele-836	4	5	单选题	下面C++代码执行，其输出是( )。	A：3 4 0	B：3 3 3	C：4 4 4	D：以上都不对	D
lele-836	5	6	单选题	某种编号的规则是“XX-Y”，其中XX从00到11，Y从0到9。第1个编号是00-0，第2个编号是01-1，…，第12个编号11-1，第13个编号00-2，即其编码规则是XX和Y同时增1，到XX到11时下一个变为00，Y到9时，下一个变为0。 下面的C++代码用于生成第N个编号，横线处应填上的代码是( )。	A：12 10	B：10 10	C：11 9	D：9 9	A
lele-836	6	7	单选题	下面的C++代码执行后其输出是( )。	A：145	B：125	C：55	D：45	D
lele-836	7	8	单选题	下面C++代码执行后其输出是( )。	A：110	B：12	C：不确定	D：无输出	B
lele-836	8	9	单选题	阅读下面的C++代码，其中变量都是整型，则说法正确的是( )。	A：b 不能为 0 ，因为 a % b 将导致错误	B：a 必须小于 b ，否则 a % b 将导致错误	C：a 和 b 都必须为正整数，否则 a % b 将导致错误	D：如果 a 输入为 0 ，则不管 b 的输入值是什么，输出值的绝对值都是 abs(b)	D
lele-836	9	10	单选题	下面C++代码执行后输出是（ ）。	A：1#2#4#5#6#	B：1#2#4#5#6	C：1#2#3#4#5#6#	D：1#2#3#4#5#6	A
