# GESP C++ L1 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp1-kp01 | 计算机基础知识 | 计算机基础
#   cpp1-kp02 | 程序与流程图 | 计算机基础
#   cpp1-kp03 | 变量与数据类型 | 基础语法
#   cpp1-kp04 | 常量与标识符命名 | 基础语法
#   cpp1-kp05 | 标准输入输出 | 基础语法
#   cpp1-kp06 | 算术与赋值运算 | 运算与表达式
#   cpp1-kp07 | 关系与逻辑运算 | 运算与表达式
#   cpp1-kp08 | 顺序结构 | 顺序结构
#   cpp1-kp09 | if 分支结构 | 分支结构
#   cpp1-kp10 | switch 分支结构 | 分支结构
#   cpp1-kp11 | for 循环 | 循环结构
#   cpp1-kp12 | while 循环 | 循环结构
#   cpp1-kp13 | 循环控制 | 循环结构
#   cpp1-kp14 | 嵌套循环 | 循环结构
#   cpp1-kp15 | 一维数组入门 | 数组与字符串
#   cpp1-kp16 | string 字符串基础 | 数组与字符串
#   cpp1-kp17 | 进制初步 | 进制与运算
#   cpp1-kp18 | 简单数学应用 | 进制与运算
#   cpp1-kp19 | 综合：顺序与分支 | 综合应用
#   cpp1-kp20 | 综合：循环与数组 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-gesp-cpp-202606-l1	0	1	单选题	学校组织到未来农场参观，小明听讲解员介绍，在智能温室中，湿度传感器可以连续检测土壤的湿度变化，并将检测到的湿度数据实时发送给中央控制器。中央控制器根据这些数据判断是否开启灌溉系统。请问，这里的湿度传感器所发挥的作用，类似于计算机系统中的哪一类组件？()	A：处理器	B：存储器	C：输入设备	D：输出设备	C
lele-gesp-cpp-202606-l1	1	2	单选题	在使用某集成开发环境（比如Dev-C++)来编辑源代码文件时，程序员经常需要在编辑区中对代码进行各种修改。以下关于在编辑区中执行的操作描述不正确的()。	A：可以将变量名 count 统一修改为 number	B：可以连续撤销最近2次输入的内容	C：可以调整代码行的缩进（如按[Tab键）	D：在注释文本中间不能混用中英文	D
lele-gesp-cpp-202606-l1	2	3	单选题	有关如下C++代码的说法，正确的是() ```cpp float a = 3+ 3.5； cout << a; ```	A：代码执行将报错。如果将a=3+3.5改为a=3+3+1/2将能正常执行。	B：代码执行将报错。如果将a=3+3.5改为a=3.0+3.5将能正常执行。	C：代码能正常执行，将输出6。	D：代码能正常执行，将输出6.5。	D
lele-gesp-cpp-202606-l1	3	4	单选题	下列C+表达式与-2*2%4的值不同的是()。	A：-(2*2)%4	B：(-2*2)%4	C：-2*(2%4)	D：(2*2)%-4	C
lele-gesp-cpp-202606-l1	4	5	单选题	执行如下C+代码片段，其输出是()。 ```cpp int a= 3； int b = a; a=4; printf("%d %d", a, b); ```	A：33	B：43	C：4 4	D：3 4	B
lele-gesp-cpp-202606-l1	5	6	单选题	如下C++代码执行时输入2026-6-27，下列说法正确的是()。 ```cpp int N; cin >> N; cout << N; ```	A：输入失败，不允许输入减号，没有输出	B：允许输入，输出1993	C：允许输入并原样输出2026-6-27	D：允许输入并输出2026	D
lele-gesp-cpp-202606-l1	6	7	单选题	如下C++代码执行时，其说法错误的是()。 ```cpp int N, M; cin >> >> M; if (N >M) cout << "A "<< (N - M); else cout << "B"<<(M - N); ```	A：如果输入43，将输出A1	B：如果输入 3 4，将输出 B 1	C：如果输入33，将输出A0	D：如果输入 44，将输出 B 0	C
lele-gesp-cpp-202606-l1	7	8	单选题	阅读如下C++代码，下列说法错误的是()。 ```cpp int cnt = 0； for (int i= 0；i<5;i++) cnt += 1； cout << cnt; ```	A：将 cnt += 1 修改为 cnt = cnt +1，执行效果相同	B：将 cnt += 1 修改为 cnt = 1 + cnt ，执行效果相同	C：将 cnt += 1 修改为 cnt =+ 1，执行效果相同	D：将 cnt += 1 修改为 cnt =+ 1 + cnt,执行效果相同	C
lele-gesp-cpp-202606-l1	8	9	单选题	如下C++代码执行后输出是1234567891011567891011567891011567891011567。横线处应该先后依次填入的运算符是()。 ```cpp int num = 1； for (int i= 0； i < 35； i+){ printf("%d ",num); if (num 10) num 2; else num _______ 1; } ```	A：>/=+=	B：>=%=+=	C：>%=+=	D：>/==+	A
lele-gesp-cpp-202606-l1	9	10	单选题	第10题如下C+代码可以执行，其输出是()。 ```cpp int i; for (i = 1； i < 5； i++) if(i%2=0){ continue; } cout << i << "#"; cout << i << "END#"; ```	A：5END#	B：5#END	C：1#3#4#END	D：1#3#4 END#	A
