# GESP C++ L2 考点清单（只能从下列 id 中选择，禁止编造）
#   cpp2-kp01 | 变量与数据类型 | 基础语法
#   cpp2-kp02 | 分支与循环 | 基础语法
#   cpp2-kp03 | 基础输入输出 | 基础语法
#   cpp2-kp04 | 函数定义与调用 | 函数
#   cpp2-kp05 | 函数参数传递 | 函数
#   cpp2-kp06 | 函数返回值 | 函数
#   cpp2-kp07 | 一维数组 | 数组与字符串
#   cpp2-kp08 | 多维数组 | 数组与字符串
#   cpp2-kp09 | 字符数组与字符串 | 数组与字符串
#   cpp2-kp10 | string 字符串处理 | 数组与字符串
#   cpp2-kp11 | 顺序查找 | 数组与字符串
#   cpp2-kp12 | 枚举算法 | 枚举模拟
#   cpp2-kp13 | 模拟算法 | 枚举模拟
#   cpp2-kp14 | 冒泡排序 | 排序入门
#   cpp2-kp15 | 选择排序 | 排序入门
#   cpp2-kp16 | 插入排序 | 排序入门
#   cpp2-kp17 | 简单递推 | 递推
#   cpp2-kp18 | 数组综合应用 | 综合应用
#   cpp2-kp19 | 字符串综合应用 | 综合应用
#   cpp2-kp20 | 函数与算法综合 | 综合应用
#
# 列：paperId	idx	qNo	type	stem	optA	optB	optC	optD	answer
lele-581	10	11	单选题	假设下面C++代码执行过程中仅输入正负整数或0，有关说法错误的是（ ）。	A：执行上面代码如果输入0，将终止循环	B：执行上面代码能实现所有非0整数的求和	C：执行上面代码第一次输入0，最后将输出0	D：执行上面代码将陷入死循环，可将 while (N) 改为 while (N==0)	D
lele-581	11	12	单选题	执行下面的C++代码，有关说法正确的是（ ）【质数是指仅能被1和它本身整除的正整数】。	A：如果输入正整数，上面代码能正确判断N是否为质数	B：如果输入整数，上面代码能正确判断N是否为质数	C：如果输入大于等于0的整数，上面代码能正确判断N是否质数	D：如将 Flag = true 修改为 Flag = N>=2? true:false 则能判断所有整数包括负整数、0、正整数是否为质数	D
lele-581	12	13	单选题	下面C++代码用于实现如下图所示的效果，其有关说法正确的是（ ）。	A：当前代码能实现预期效果，无需调整代码	B：如果 cout << endl; 移到循环L2内部，则可实现预期效果	C：如果 cout << endl; 移到循环L1外部，则可实现预期效果	D：删除 cout << endl; 行，则可实现预期效果	A
lele-581	13	14	单选题	下面C++代码执行后，输出是（ ）。	A：5 2	B：5 0	C：0 2	D：0 0	B
lele-581	14	15	单选题	在下面的C++代码中，N必须是小于10大于1的整数，M为正整数（大于0）。如果M被N整除则M为幸运数，如果M中含有N且能被N整除，则为超级幸运数，否则不是幸运数。程序用于判断M是否为幸运数或超级幸运数或非幸运数。阅读下面代码，有关说法正确的是（ ）。	A：如果N输入3，M输入36则将输出：36是3的超级幸运数!	B：如果N输入7，M输入21则将输出：21是7的幸运数!	C：如果N输入8，M输入36则将输出：36非8的超级幸运数!	D：如果N输入3，M输入63则将输出：63是3的超级幸运数!	D
lele-581	15	1	判断题	执行C++代码 cout << '9'+'1'; 的输出为10。( )	A：对	B：错			B
lele-581	16	2	判断题	C++表达式 -12 % 10 的值为2。( )	A：对	B：错			B
lele-581	17	3	判断题	C++表达式 int(12.56) 的值为13。（ ）	A：对	B：错			B
lele-581	18	4	判断题	C++的整型变量N被赋值为10，则语句 cout << N / 3 << "-" << N % 3 执行后输出是3-1。 ( )	A：对	B：错			A
lele-581	19	5	判断题	在C++代码中，不可以将变量命名为scanf，因为scanf是C++语言的关键字。（ ）	A：对	B：错			B
lele-581	20	6	判断题	下面C++代码执行后将导致死循环。（ ）	A：对	B：错			B
lele-581	21	7	判断题	下面C++代码执行后将输出10。（ ）	A：对	B：错			B
lele-581	22	8	判断题	下面C++代码执行后，将输出5。（ ）	A：对	B：错			A
lele-581	23	9	判断题	下面C++代码能实现正整数各位数字之和。（ ）	A：对	B：错			A
lele-581	24	10	判断题	GESP测试是对认证者的编程能力进行等级认证，同一级别的能力基本上与编程语言无关。（ ）	A：对	B：错			A
lele-495	0	1	单选题	下列流程图的输出结果是？( )	A：优秀	B：良好	C：不及格	D：没有输出	B
lele-495	1	2	单选题	以下选项中不符合 C++变量命名规则的是？（ ）	A：student	B：2_from	C：_to	D：Text	B
lele-495	2	3	单选题	以下选项中，不能用于表示分支结构的C++保留字是？（ ）	A：switch	B：return	C：else	D：if	B
lele-495	3	4	单选题	下列说法错误的是？（ ）	A：while 循环满足循环条件时不断地运行，直到指定的条件不满足为止	B：if 语句通常用于执行条件判断	C：在C++中可以使用 foreach 循环	D：break 和 continue 语句都可以用在 for 循环和 while 循环中	C
lele-495	4	5	单选题	下列4个表达式中，答案不是整数8的是？（ ）	A：abs(-8)	B：min(max(8, 9), 10)	C：int(8.88)	D：sqrt(64)	B
lele-495	5	6	单选题	下面C++代码执行后的输出是？（ ）int n,a,m,i; n=3, a = 5; m = (a - 1) * 2; for (i=0; i<n-1; i++) m = (m - 1) * 2; cout << m;	A：8	B：14	C：26	D：50	C
lele-495	6	7	单选题	下面C++代码执行后的输出是？（ ）int n,i,result; n = 81; i = 1, result = 1; while (i * i <= n){ if (n % (i * i) == 0) result = i * i; i += 1; } cout << result;	A：16	B：36	C：49	D：81	D
lele-495	7	8	单选题	下面C++代码执行后的输出是？（ ）int s,t,ans; s = 2, t = 10; ans = 0; while (s != t){ if (t % 2 == 0 && t / 2 >= s) t /= 2; else t -= 1; ans += 1; } cout << ans;	A：2	B：3	C：4	D：5	B
lele-495	8	9	单选题	下面C++代码执行后的输出是？（ ）int n, masks, days,cur; n = 17, masks = 10, days = 0; cur = 2; while (masks != n){ if (cur == 0 || cur == 1) masks += 7; masks -= 1; days += 1; cur = (cur + 1) % 7; } cout << days;	A：5	B：6	C：7	D：8	C
lele-495	9	10	单选题	以下C++代码判断一个正整数N的各个数位是否都是偶数。如果都是，则输出“是”，否则输出“否”。例如N=2024时输出“是”。则横线处应填入（ ）。int N,Flag; cin >> N; Flag = true; while (N != 0){ if (N %2 != 0){ Flag = false; _____________ } else N /= 10; } if(Flag == true) cout << "是"; else cout << "否";	A：break	B：continue	C：N = N / 10	D：N = N % 10	A
lele-495	10	11	单选题	有句俗话叫“三天打渔，两天晒网”。如果小杨前三天打渔，后两天晒网，一直重复这个过程，以下程序代码用于判断，第n天小杨是在打鱼还是晒网，横线处应填写？（ ）int n,i; cin >> n; i = n % 5; if (__________________) // 在此处填写代码 cout << "晒网"; else cout << "打鱼";	A：i == 0	B：i == 4	C：i == 0 && i == 4	D：i == 0 || i == 4	D
lele-495	11	12	单选题	一个数的所有数字倒序排列后这个数的大小保持不变，这个数就是回文数，比如 101 与 6886 都是回文数，而 100 不是回文数。以下程序代码用于判断一个数是否为回文数，横线处应填写？（ ）int n,a,k; cin >> n; a = 0; k = n; while (n > 0){ a = __________; // 在此处填写代码 n /= 10; } if (a == k) cout << "是回文数"; else cout << "不是回文数";	A：10 * a + n % 10	B：a + n % 10	C：10 * a + n / 10	D：a + n / 10	A
lele-495	12	13	单选题	给定两个整数n与k，打印出一个栅栏图形，这个栅栏应该分成n段，段与段之间的间隔为 + ， 段内的填充为k个 - 。形如n=5，k=6， 时，图形如下：+-----+-----+-----+-----+-----+以下程序代码用于绘制该图形，横线处应填写？（ ）int n, k, i, j; n = 5, k = 6; for (i = 0; i < n; i++){ __________ // 在此处填写代码 for (j = 1; j < k; j++) cout << '-' ; } cout << '+';	A：cout << '+' << endl;	B：cout << '+' << ' ' << endl;	C：cout << '+';	D：cout << '+' << ' ';	C
lele-495	13	14	单选题	小杨的父母最近刚刚给他买了一块华为手表，他说手表上跑的是鸿蒙，这个鸿蒙是。（ ）	A：小程序	B：计时器	C：操作系统	D：神话人物	C
lele-495	14	15	单选题	中国计算机学会（CCF）在2024年1月27日的颁奖典礼上颁布了王选奖，王选先生的重大贡献是（ ）。	A：制造自动驾驶汽车	B：创立培训学校	C：发明汉字激光照排系统	D：成立方正公司	C
lele-495	15	1	判断题	如果有以下C++代码：double s; int t; s = 18.5; t = int(s) + 10;那么 cout << t 的结果为 28.5 。（ ）	A：正确	B：错误			B
lele-495	16	2	判断题	Xyz ， xYz ， xyZ 是三个不同的变量。（ ）	A：正确	B：错误			A
lele-495	17	3	判断题	cout << (8< 9< 10) 的输出结果为 true 。（ ）	A：正确	B：错误			A
lele-495	18	4	判断题	for (i = 0; i < 100; i+=2) ; 语句中变量i的取值范围是0到99。（ ）	A：正确	B：错误			B
lele-495	19	5	判断题	C++中 cout << float(2022) 与 cout << float('2022') 运行后的输出结果均为2022。（ ）	A：正确	B：错误			B
lele-495	20	6	判断题	已知 A 的ASCII码值为65，表达式 int('C')+abs(-5.8) 的值为72.8。（ ）	A：正确	B：错误			A
lele-495	21	7	判断题	bool() 函数用于将给定参数或表达式转换为布尔类型。语句 bool(-1) 返回的是 false 值。（ ）	A：正确	B：错误			B
lele-495	22	8	判断题	如果变量 a 的值使得C++表达式 sqrt(a)==abs(a) ，则 a 的值为0。（ ）	A：正确	B：错误			B
lele-495	23	9	判断题	小杨今年春节回奶奶家了，奶奶家的数字电视要设置ip地址并接入到WIFI盒子才能收看节目，那这个WIFI盒子具有路由器的功能。（ ）	A：正确	B：错误			A
lele-495	24	10	判断题	任何一个 for 循环都可以转化为等价的 while 循环（ ）。	A：正确	B：错误			A
lele-415	0	1	单选题	以下不可以做为C++变量的是( )。	A：FiveStar	B：fiveStar	C：5Star	D：Star5	C
lele-415	1	2	单选题	在C++中，与 for(int i = 10; i < 20; i +=2) cout << i; 输出结果相同的是( )。	A：for(int i = 10; i < 19; i +=2) cout << i;	B：for(int i = 11; i < 19; i +=2) cout << i;	C：for(int i = 10; i < 21; i +=2) cout << i;	D：以上均不对	A
lele-415	2	3	单选题	以下C++代码实现从小到大的顺序输出能整除N的数（N的因子），例如N=18时输出1 2 3 6 9 18，横线处应填入（ ）。	A：int i = 0; i < N; i++	B：int i = 1; i < N; i++	C：int i = 0; i < N+1; i++	D：int i = 1; i < N+1; i++	D
lele-415	3	4	单选题	下面C++代码用于判断输入的整数是否为对称数，如1221、12321是对称数，但123、972不是对称数。下面对该题对应代码的说法，正确的是（ ）。	A：代码没有语法错误，如果N为对称数，第8行将能正确输出。	B：代码没有语法错误，但如果N为负数，将导致死循环。	C：代码存在语法错误，程序不能被执行。	D：代码没有语法错误，但不能达到预期目标，因为循环结束N总为0。	D
lele-415	4	5	单选题	下面C++代码用于判断N（大于等于2的正整数）是否为质数（素数）。下面对如下代码的说法，正确的是（ ）。	A：代码能正确判断N是否为质数。	B：代码总是不能判断N是否质数。	C：删除第5行 break ，将能正确判断N是否质数。	D：代码存在漏洞，边界存在问题，应将第2行和第7行的 N / 2 改为 N / 2 + 1 。	D
lele-415	5	6	单选题	下面C++代码执行后的输出是（ ）。	A：2#3#0	B：1#2#0	C：1#0#	D：2#3#	A
lele-415	6	7	单选题	下面C++代码执行后的输出是（ ）。	A：0	B：8#8	C：4	D：4#4	D
lele-415	7	8	单选题	下面C++代码执行后的输出是（ ）。	A：100	B：95	C：55	D：0	C
lele-415	8	9	单选题	下面C++代码执行后的输出是（ ）。	A：1	B：1,3	C：15,17	D：1,10,12	D
lele-415	9	10	单选题	下面C++代码执行后的输出是（ ）。	A：5	B：10	C：20	D：30	B
lele-415	10	11	单选题	以下C++代码用于输出1-100（含）的整数平方数（完全平方数），如16是4的平方，横线处应填写（ ）。	A：int(sqrt(i)) * int(sqrt(i)) = i	B：int(sqrt(i)) == sqrt(i)	C：int(sqrt(i)) * int(sqrt(i)) == i	D：int(sqrt(i)) = sqrt(i)	C
lele-415	11	12	单选题	下面的C++代码用于实现如下左图所示的效果，应在以下右图C++代码中填入（ ）。	A：与第8行下面填入一行： cout << nowNum;	B：与第2行下面填入一行： cout << endl;	C：与第7行下面填入一行： cout << nowNum;	D：与第9行下面填入一行： cout << endl;	D
